,Age,Gender,Item Purchased,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Shipping Type,Promo Code Used,Previous Purchases,Payment Method
3114,,Male,Jeans,39.42348714542623,Delaware,M,Muted mustard yellow,Fall,Missing,2-Day Shipping,Yes,1,Debit Card
3115,34.0,Female,Socks,47.21074782334684,New Mexico,L,Brown,Winter,Missing,2-Day Shipping,Yes,6,Debit Card
3116,46.0,Male,Pajamas,50.52689789802051,Idaho,L,Mauve,Winter,Present,2-Day Shipping,Yes,6,Debit Card
3117,22.0,Female,Pajamas,48.580036818626056,Utah,M,Muted mustard yellow,Fall,Present,2-Day Shipping,Yes,5,Debit Card
3118,33.0,Female,Pajamas,45.99333041180341,,S,Mauve,Winter,Present,Standard,Yes,4,Debit Card
3119,,Male,Sweater,53.40255431856593,California,XL,Burnt orange,Winter,Missing,2-Day Shipping,Yes,10,Debit Card
3120,,Female,Sunglasses,37.50186205530128,Arkansas,L,Ruby Red,Fall,Present,Standard,Yes,1,Debit Card
3121,25.0,Female,Scarf,47.37925422481501,Ohio,M,Brown,Winter,Present,2-Day Shipping,Yes,15,Debit Card
3122,28.0,Female,Scarf,43.42902618694013,,M,Ruby Red,Winter,Present,2-Day Shipping,Yes,3,Debit Card
3123,31.0,Male,Gloves,50.244260009639504,Massachusetts,L,Mauve,Winter,Missing,2-Day Shipping,Yes,2,Debit Card
3124,31.0,Female,Socks,56.22299104894514,Colorado,S,Terra cotta,Winter,Present,2-Day Shipping,Yes,3,Debit Card
3125,18.0,Female,Jacket,58.00393767463263,South Carolina,M,Brown,Winter,Missing,Standard,Yes,2,Debit Card
3126,42.0,Female,Boots,45.71481789622836,Tennessee,M,Terra cotta,Winter,Missing,2-Day Shipping,Yes,2,Debit Card
3127,37.0,Male,Sunglasses,54.563568248601904,Washington,M,Periwinkle,Summer,Missing,Standard,Yes,5,Debit Card
3128,46.0,Female,Socks,52.60026525607259,South Dakota,L,Brown,Fall,Missing,Standard,Yes,0,Debit Card
3129,41.0,Female,Jeans,51.928945802641714,Indiana,L,Mauve,Fall,Missing,2-Day Shipping,Yes,14,Debit Card
3130,38.0,Male,Gloves,48.26411723222324,Idaho,XL,Lavender,Fall,Missing,2-Day Shipping,Yes,5,Debit Card
3131,32.0,Male,Gloves,61.21598476795002,Louisiana,S,Muted mustard yellow,Winter,Present,Standard,Yes,7,Debit Card
3132,58.0,Male,Hoodie,47.28394631197509,Arkansas,XL,Lemon yellow,Winter,Missing,2-Day Shipping,Yes,3,Debit Card
3133,20.0,Male,Hoodie,38.72342598437297,Oklahoma,XL,Brick red,Winter,Present,2-Day Shipping,Yes,3,Debit Card
3134,24.0,Male,Shorts,44.946015467374174,,M,Periwinkle,Summer,Missing,2-Day Shipping,Yes,1,Debit Card
3135,41.0,Male,Boots,42.40420575779428,Arkansas,L,Aubergine,Winter,Missing,2-Day Shipping,Yes,7,Debit Card
3136,,Male,T-shirt,45.05837816221081,Arkansas,M,Periwinkle,Spring,Missing,2-Day Shipping,Yes,10,Debit Card
3137,37.0,Male,Dress,51.07214580420405,Oklahoma,M,Terra cotta,Summer,Missing,Standard,Yes,3,Debit Card
3138,44.0,Male,Handbag,41.22449835979776,Iowa,M,Muted mustard yellow,Summer,Present,2-Day Shipping,Yes,12,Debit Card
3139,52.0,Non-binary,Handbag,45.80447476178757,North Dakota,M,Fuchsia,Spring,Present,2-Day Shipping,Yes,7,Debit Card
3140,28.0,Female,Running Shoes,51.33647901939192,Nevada,M,Periwinkle,Spring,Present,2-Day Shipping,Yes,2,Debit Card
3141,19.0,Female,Gloves,49.695866379956136,,S,Aubergine,Fall,Present,2-Day Shipping,Yes,2,Debit Card
3142,21.0,Male,Gloves,63.52687928637076,Louisiana,L,Brick red,Fall,Missing,Standard,Yes,0,Debit Card
3143,34.0,Female,Shorts,56.6236588309565,Illinois,L,Lemon yellow,Summer,Present,Standard,Yes,20,Debit Card
3144,26.0,Female,Jeans,44.31627707516234,New Mexico,M,Terra cotta,Fall,Missing,2-Day Shipping,Yes,3,Debit Card
3145,23.0,Male,Running Shoes,47.78112201369846,Alaska,M,White,Spring,Missing,2-Day Shipping,Yes,6,Debit Card
3146,26.0,Male,Jacket,44.82826118665024,Alabama,M,Aubergine,Winter,Missing,2-Day Shipping,Yes,3,Debit Card
3147,60.0,Male,Shorts,53.2298159012322,Colorado,S,Pale peach,Spring,Missing,2-Day Shipping,Yes,20,Debit Card
3148,65.0,Female,Sunglasses,53.6088053404734,North Dakota,L,Lemon yellow,Summer,Present,Standard,Yes,7,Debit Card
3149,56.0,Male,Dress,52.73845896721108,Nebraska,M,Turquoise,Spring,Missing,2-Day Shipping,Yes,2,Debit Card
3150,50.0,Male,Running Shoes,64.81136334637544,West Virginia,M,Pale peach,Spring,Missing,2-Day Shipping,Yes,3,Debit Card
3151,42.0,Female,Sweater,47.69306477460852,New York,XL,Brick red,Winter,Missing,2-Day Shipping,Yes,7,Debit Card
3152,38.0,Female,Boots,46.26419169847506,New York,M,Ruby Red,Winter,Missing,Next Day Air,Yes,5,Debit Card
3153,29.0,Male,Socks,50.34649660321421,Texas,L,Brown,Fall,Missing,2-Day Shipping,Yes,12,Debit Card
3154,,Female,Running Shoes,48.13389780447379,,S,Baby blue,Spring,Present,2-Day Shipping,Yes,8,Debit Card
3155,45.0,Female,Boots,44.51110045812068,,M,Terra cotta,Winter,Missing,2-Day Shipping,Yes,8,Debit Card
3156,32.0,Male,Socks,54.45171631986575,Montana,S,Pale peach,Fall,Missing,2-Day Shipping,Yes,0,Debit Card
3157,32.0,Female,Hoodie,50.52468939371219,Texas,L,Turquoise,Winter,Missing,2-Day Shipping,Yes,3,Debit Card
3158,,Female,T-shirt,44.27362769799541,Georgia,XL,Muted mustard yellow,Spring,Missing,2-Day Shipping,Yes,3,Debit Card
3159,31.0,Male,Boots,55.38528992664659,Texas,L,Baby blue,Winter,Present,2-Day Shipping,Yes,8,Debit Card
3160,21.0,Male,Handbag,50.21105999234217,Louisiana,M,Burnt orange,Fall,Missing,Standard,Yes,4,Debit Card
3161,,Male,Boots,51.84893946871336,California,L,Muted mustard yellow,Fall,Missing,2-Day Shipping,Yes,5,Debit Card
3162,31.0,Male,Jeans,55.94070536027112,Massachusetts,S,Terra cotta,Fall,Missing,2-Day Shipping,Yes,6,Debit Card
3163,40.0,Male,Gloves,50.62225149347756,Washington,M,Ruby Red,Fall,Missing,2-Day Shipping,Yes,5,Debit Card
3164,52.0,Female,Scarf,40.45522150658407,,L,Brick red,Winter,Missing,Standard,Yes,4,Debit Card
3165,26.0,Female,Dress,50.6862325861754,Vermont,L,Pale peach,Summer,Present,2-Day Shipping,Yes,4,Debit Card
3166,51.0,Female,Sweater,54.74937844507568,Tennessee,M,Aubergine,Winter,Present,Standard,Yes,1,Debit Card
3167,52.0,Male,Jeans,51.3478062040782,Oregon,L,Aubergine,Fall,Missing,2-Day Shipping,Yes,1,Debit Card
3168,38.0,Male,Leggings,54.48563786298924,,M,Brown,Fall,Missing,2-Day Shipping,Yes,3,Debit Card
3169,37.0,Male,Handbag,61.04594045836349,Florida,L,Pale peach,Summer,Missing,Standard,Yes,6,Debit Card
3170,32.0,Female,Sunglasses,43.08941306167544,Indiana,S,White,Summer,Missing,Standard,Yes,6,Debit Card
3171,48.0,Female,Leggings,55.83551615489553,North Carolina,L,Brick red,Winter,Missing,2-Day Shipping,Yes,4,Debit Card
3172,26.0,Female,Handbag,41.98275104739197,New York,M,Baby blue,Summer,Present,2-Day Shipping,Yes,2,Debit Card
3173,42.0,Female,T-shirt,47.28820022091208,Texas,M,Periwinkle,Spring,Present,Standard,Yes,2,Debit Card
3174,26.0,Female,Backpack,42.55903224656878,West Virginia,S,Lavender,Winter,Present,2-Day Shipping,Yes,20,Debit Card
3175,36.0,Male,Jacket,54.28456331795234,Idaho,M,Muted mustard yellow,Winter,Present,2-Day Shipping,Yes,6,Debit Card
3176,39.0,Female,Scarf,59.72604744074817,Hawaii,M,Burnt orange,Winter,Missing,2-Day Shipping,Yes,1,Debit Card
3177,21.0,Male,Socks,44.02481389437648,Indiana,S,Lemon yellow,Winter,Missing,2-Day Shipping,Yes,1,Debit Card
3178,20.0,Female,Handbag,48.70007486700588,Vermont,L,Periwinkle,Spring,Present,2-Day Shipping,Yes,13,Debit Card
3179,33.0,Male,Sweater,47.18056101593648,New Jersey,L,Muted mustard yellow,Winter,Missing,2-Day Shipping,Yes,3,Debit Card
3180,36.0,Female,Shorts,49.033684025779415,Florida,M,Periwinkle,Summer,Missing,2-Day Shipping,Yes,3,Debit Card
3181,37.0,Male,Backpack,44.42184304415586,Delaware,M,Baby blue,Winter,Missing,2-Day Shipping,Yes,1,Debit Card
3182,36.0,Male,Dress,48.20795036863027,Texas,L,Pale peach,Spring,Missing,Express,Yes,0,Debit Card
3183,65.0,Male,Jacket,50.18658454836863,Delaware,L,Aubergine,Fall,Missing,2-Day Shipping,Yes,2,Debit Card
3184,18.0,Male,Sunglasses,46.11647507169377,Rhode Island,M,Turquoise,Summer,Missing,Standard,Yes,1,Debit Card
3185,22.0,Female,Leggings,48.68086014337977,New Mexico,M,Aubergine,Winter,Missing,Standard,Yes,3,Debit Card
3186,27.0,Female,Backpack,55.57390284485806,Idaho,L,Brick red,Fall,Present,2-Day Shipping,Yes,13,Debit Card
3187,19.0,Female,Pajamas,53.72366162607186,Vermont,L,White,Fall,Missing,2-Day Shipping,Yes,9,Debit Card
3188,39.0,Non-binary,Jacket,57.516058612222025,Mississippi,M,Terra cotta,Winter,Missing,2-Day Shipping,Yes,9,Debit Card
3189,41.0,Male,Hoodie,53.96290023328056,North Carolina,XL,Muted mustard yellow,Winter,Missing,Standard,Yes,20,Debit Card
3190,20.0,Male,Pajamas,52.95595062386336,Nevada,XL,Burnt orange,Winter,Missing,2-Day Shipping,Yes,0,Debit Card
3191,50.0,Female,Gloves,48.42885591401885,Colorado,M,Terra cotta,Fall,Missing,2-Day Shipping,Yes,4,Debit Card
3192,31.0,Male,Dress,61.02705903595885,,M,Burnt orange,Fall,Present,2-Day Shipping,Yes,9,Debit Card
3193,31.0,Male,Jacket,45.50142063291812,Florida,M,Brick red,Fall,Present,2-Day Shipping,Yes,7,Debit Card
3194,36.0,Female,Sunglasses,54.5971975490852,Florida,M,Lemon yellow,Fall,Missing,Standard,Yes,1,Debit Card
3195,47.0,Female,Sunglasses,46.61203699089023,Louisiana,S,White,Summer,Missing,2-Day Shipping,Yes,2,Debit Card
3196,20.0,Female,Socks,49.70463692920557,Vermont,L,Ruby Red,Winter,Present,Standard,Yes,20,Debit Card
3197,20.0,Female,Sunglasses,57.03032772433875,Idaho,L,Lavender,Spring,Missing,Standard,Yes,0,Debit Card
3198,23.0,Female,Backpack,54.88092393801098,Pennsylvania,XL,Black,Fall,Missing,2-Day Shipping,Yes,5,Debit Card
3199,24.0,Female,Dress,42.360977853150814,Ohio,M,Brick red,Summer,Present,2-Day Shipping,Yes,13,Debit Card
3200,18.0,Female,Hoodie,47.59226157485873,North Carolina,L,Mauve,Winter,Missing,Standard,Yes,14,Debit Card
3201,29.0,Male,Pajamas,42.37566886053481,Oklahoma,M,Brick red,Winter,Present,2-Day Shipping,Yes,2,Debit Card
3202,20.0,Male,T-shirt,49.84497124456204,Idaho,M,Pale peach,Summer,Missing,2-Day Shipping,Yes,8,Debit Card
3203,39.0,Female,Running Shoes,41.46494059730917,Maryland,M,Periwinkle,Summer,Missing,2-Day Shipping,Yes,1,Debit Card
3204,20.0,Male,Leggings,52.93973424832876,Missouri,M,Brown,Fall,Missing,Standard,Yes,1,Debit Card
3205,21.0,Male,Sweater,53.90806608365002,Vermont,M,Ruby Red,Fall,Missing,2-Day Shipping,Yes,1,Debit Card
3206,27.0,Male,Hoodie,58.497174246334325,Iowa,XL,Aubergine,Winter,Missing,2-Day Shipping,Yes,1,Debit Card
3207,36.0,Female,Sweater,55.00154593869593,Arkansas,M,Brick red,Winter,Missing,2-Day Shipping,Yes,0,Debit Card
3208,33.0,Female,Leggings,67.61684228155396,Montana,M,Brown,Winter,Missing,Standard,Yes,1,Debit Card
3209,21.0,Male,Shorts,50.31604883250328,Pennsylvania,L,Black,Spring,Missing,2-Day Shipping,Yes,7,Debit Card
3210,,Male,Jacket,50.65412044593063,West Virginia,M,Mauve,Winter,Missing,2-Day Shipping,Yes,0,Debit Card
3211,18.0,Male,Dress,49.15677217782339,Colorado,M,Lemon yellow,Summer,Missing,2-Day Shipping,Yes,8,Debit Card
3212,25.0,Female,Hoodie,46.40926065263937,Massachusetts,S,Brick red,Fall,Missing,Standard,Yes,0,Debit Card
3213,31.0,Male,Sweater,48.24447898811238,Washington,S,Brick red,Winter,Present,2-Day Shipping,Yes,3,Debit Card
3214,38.0,Male,Shorts,45.19235822494838,West Virginia,L,Baby blue,Summer,Missing,2-Day Shipping,Yes,3,Debit Card
3215,19.0,Female,Shorts,51.75776512349111,Pennsylvania,M,White,Summer,Missing,2-Day Shipping,Yes,5,Debit Card
3216,,Female,Backpack,50.867015788699206,Alabama,M,Aubergine,Winter,Missing,2-Day Shipping,Yes,7,Debit Card
3217,26.0,Female,Backpack,45.85967751297133,Iowa,M,Ruby Red,Winter,Missing,2-Day Shipping,Yes,0,Debit Card
3218,30.0,Female,T-shirt,60.563167902692925,Arkansas,XL,Ruby Red,Fall,Present,2-Day Shipping,Yes,6,Debit Card
3219,28.0,Female,Running Shoes,45.72468387096751,Washington,L,Fuchsia,Summer,Missing,Standard,Yes,8,Debit Card
3220,29.0,Female,Dress,38.2764114128692,,L,Brown,Fall,Missing,2-Day Shipping,Yes,4,Debit Card
3221,,Male,Pajamas,47.80061531863473,Virginia,M,Black,Winter,Present,2-Day Shipping,Yes,6,Debit Card
3222,58.0,Male,Shorts,46.55617673079919,Montana,XL,White,Spring,Present,Standard,Yes,8,Debit Card
3223,,Female,Sweater,39.89425905738392,Kentucky,M,Brick red,Winter,Missing,2-Day Shipping,Yes,3,Debit Card
3224,30.0,Male,T-shirt,64.47376812602326,Iowa,S,Baby blue,Spring,Missing,2-Day Shipping,Yes,19,Debit Card
3225,34.0,Female,Running Shoes,56.56807860045152,,M,Pale peach,Summer,Missing,Express,Yes,8,Debit Card
3226,32.0,Male,Sunglasses,42.90724789499671,Vermont,L,Fuchsia,Summer,Present,2-Day Shipping,Yes,15,Debit Card
3227,59.0,Male,Handbag,54.61684062596294,,L,Turquoise,Spring,Missing,2-Day Shipping,Yes,4,Debit Card
3228,,Male,Hoodie,56.79117363037072,,L,Terra cotta,Fall,Present,Express,Yes,4,Debit Card
3229,41.0,Male,Handbag,48.31212921394489,Massachusetts,M,Fuchsia,Spring,Missing,Standard,Yes,9,Debit Card
3230,35.0,Male,Sweater,52.5623180082355,Nebraska,S,Burnt orange,Fall,Missing,Standard,Yes,9,Debit Card
3231,,Male,Backpack,45.37889343626727,Vermont,L,Aubergine,Winter,Present,2-Day Shipping,Yes,6,Debit Card
3232,22.0,Male,Shorts,51.497274962293936,Ohio,L,White,Spring,Missing,2-Day Shipping,Yes,9,Debit Card
3233,24.0,Female,Socks,52.17473852063917,Tennessee,M,Brick red,Winter,Missing,2-Day Shipping,Yes,0,Debit Card
3234,38.0,Female,Sunglasses,45.70444419877818,Nebraska,M,Fuchsia,Summer,Present,Standard,Yes,4,Debit Card
3235,45.0,Male,Sunglasses,38.3839657112019,Utah,S,White,Summer,Present,2-Day Shipping,Yes,0,Debit Card
3236,45.0,Male,Jeans,47.70798519883122,Wisconsin,L,Brown,Fall,Missing,2-Day Shipping,Yes,12,Debit Card
3237,26.0,Male,Pajamas,60.20412926783631,Louisiana,M,Black,Winter,Missing,2-Day Shipping,Yes,6,Debit Card
3238,29.0,Male,Sweater,46.44037124205333,Rhode Island,L,Ruby Red,Winter,Missing,2-Day Shipping,Yes,20,Debit Card
3239,25.0,Female,Dress,54.9585061705252,Utah,L,Aubergine,Fall,Missing,2-Day Shipping,Yes,1,Debit Card
3240,43.0,Male,Shorts,46.34493796974893,Kentucky,L,Mauve,Fall,Missing,2-Day Shipping,Yes,12,Debit Card
3241,47.0,Female,Pajamas,51.40676743591095,Oklahoma,XL,Brick red,Fall,Missing,2-Day Shipping,Yes,0,Debit Card
3242,29.0,Male,Gloves,39.82521922466263,New Mexico,L,Brick red,Fall,Missing,2-Day Shipping,Yes,2,Debit Card
3243,44.0,Male,Gloves,43.98731662355853,Colorado,M,Lemon yellow,Fall,Missing,2-Day Shipping,Yes,6,Debit Card
3244,30.0,Female,Leggings,49.300709604240254,North Carolina,L,Muted mustard yellow,Fall,Present,Standard,Yes,0,Debit Card
3245,41.0,Female,Dress,49.74985328600585,Wisconsin,S,Turquoise,Spring,Missing,2-Day Shipping,Yes,14,Debit Card
3246,44.0,Female,Shorts,49.426598811585976,Idaho,L,White,Summer,Present,2-Day Shipping,Yes,0,Debit Card
3247,18.0,Female,Boots,49.53939843663964,Massachusetts,S,Terra cotta,Fall,Missing,Express,Yes,1,Debit Card
3248,40.0,Female,Backpack,40.72874654037608,South Dakota,S,Mauve,Winter,Present,2-Day Shipping,Yes,7,Debit Card
3249,37.0,Female,Handbag,60.5494932043834,Florida,M,Lavender,Spring,Missing,Standard,Yes,3,Debit Card
3250,,Male,Dress,54.6756183850656,Washington,S,Aubergine,Spring,Missing,2-Day Shipping,Yes,12,Debit Card
3251,27.0,Female,Socks,55.341782777239246,Virginia,M,Aubergine,Fall,Present,2-Day Shipping,Yes,20,Debit Card
3252,26.0,Male,Running Shoes,53.20862005358648,Idaho,M,Turquoise,Summer,Missing,2-Day Shipping,Yes,20,Debit Card
3253,29.0,Male,Shorts,46.119258791265295,Washington,M,Fuchsia,Summer,Missing,Standard,Yes,3,Debit Card
3254,31.0,Male,Jacket,44.88784351201952,,S,Aubergine,Winter,Present,Standard,Yes,4,Debit Card
3255,29.0,Female,Scarf,39.41916632808232,Pennsylvania,M,Brick red,Winter,Present,2-Day Shipping,Yes,1,Debit Card
3256,37.0,Male,Leggings,45.66668673560923,Nevada,M,Brown,Fall,Missing,2-Day Shipping,Yes,3,Debit Card
3257,52.0,Female,Pajamas,53.84377375791269,Virginia,M,Terra cotta,Winter,Present,2-Day Shipping,Yes,4,Debit Card
3258,36.0,Male,Running Shoes,53.5970671455285,Utah,L,Lavender,Spring,Missing,2-Day Shipping,Yes,11,Debit Card
3259,22.0,Male,Handbag,40.87315895076773,Delaware,M,Lavender,Spring,Present,2-Day Shipping,Yes,0,Debit Card
3260,36.0,Male,Dress,40.91774930448752,Pennsylvania,L,Pale peach,Fall,Present,2-Day Shipping,Yes,20,Debit Card
3261,36.0,Female,Gloves,54.5913135561148,Kentucky,S,Mauve,Winter,Missing,2-Day Shipping,Yes,1,Debit Card
3262,30.0,Male,Scarf,50.04553491192659,California,M,Terra cotta,Winter,Present,2-Day Shipping,Yes,20,Debit Card
3263,20.0,Female,Pajamas,49.55299005774212,Utah,M,Burnt orange,Fall,Missing,2-Day Shipping,Yes,2,Debit Card
3264,34.0,Male,Shorts,50.82729210242159,Tennessee,M,Lavender,Summer,Present,Standard,Yes,3,Debit Card
3265,27.0,Female,Shorts,53.29907827293306,Wyoming,M,Baby blue,Summer,Missing,Express,Yes,20,Debit Card
3266,33.0,Female,Gloves,55.23593956489539,Montana,M,Black,Fall,Missing,2-Day Shipping,Yes,0,Debit Card
3267,59.0,Male,Hoodie,57.76112293088921,Indiana,L,Muted mustard yellow,Winter,Missing,2-Day Shipping,Yes,15,Debit Card
3268,28.0,Male,Belt,42.24632549130006,Maryland,L,Aubergine,Fall,Missing,2-Day Shipping,Yes,15,Debit Card
3269,40.0,Male,Handbag,46.53941488716165,Mississippi,XL,Baby blue,Spring,Missing,2-Day Shipping,Yes,1,Debit Card
3270,50.0,Male,Hoodie,53.57156785288845,Wisconsin,M,Aubergine,Winter,Missing,Standard,Yes,11,Debit Card
3271,38.0,Male,Socks,47.47475125110231,Minnesota,M,Brick red,Winter,Missing,Standard,Yes,4,Debit Card
3272,46.0,Non-binary,Backpack,40.19261753862303,North Carolina,S,Brown,Winter,Missing,2-Day Shipping,Yes,13,Debit Card
3273,19.0,Male,T-shirt,45.42647293632499,Ohio,M,White,Spring,Missing,2-Day Shipping,Yes,18,Debit Card
3274,60.0,Male,Leggings,58.32268842087058,Nebraska,M,Black,Winter,Missing,2-Day Shipping,Yes,3,Debit Card
3275,21.0,Male,Backpack,56.52738218913609,Montana,M,Burnt orange,Fall,Missing,Next Day Air,Yes,0,Debit Card
3276,25.0,Female,Backpack,48.839076385761786,Pennsylvania,M,Black,Winter,Present,Standard,Yes,1,Debit Card
3277,52.0,Male,Gloves,49.79901521989427,Wisconsin,L,Ruby Red,Fall,Missing,2-Day Shipping,Yes,14,Debit Card
3278,26.0,Female,Boots,42.09510248784348,Vermont,L,Burnt orange,Winter,Present,Express,Yes,8,Debit Card
3279,23.0,Female,Sunglasses,51.25594301846282,North Dakota,L,Baby blue,Summer,Missing,2-Day Shipping,Yes,4,Debit Card
3280,58.0,Male,Backpack,45.23519643382899,Kansas,M,Burnt orange,Fall,Missing,2-Day Shipping,Yes,1,Debit Card
3281,18.0,Non-binary,Sweater,58.31431643812123,Tennessee,L,Muted mustard yellow,Winter,Present,2-Day Shipping,Yes,20,Debit Card
3282,40.0,Male,T-shirt,57.14673443030731,Montana,M,Periwinkle,Spring,Missing,Express,Yes,3,Debit Card
3283,,Female,Sweater,46.486427819986005,Alaska,M,Brick red,Winter,Missing,Standard,Yes,2,Debit Card
3284,52.0,Male,Socks,56.22292427639201,Vermont,M,Terra cotta,Winter,Missing,2-Day Shipping,Yes,13,Debit Card
3285,22.0,Male,Shorts,51.35875035876093,New Jersey,M,Pale peach,Summer,Present,2-Day Shipping,Yes,3,Debit Card
3286,23.0,Female,Dress,46.51063118855963,Colorado,L,Baby blue,Spring,Present,2-Day Shipping,Yes,0,Debit Card
3287,23.0,Female,Sunglasses,54.70146077439712,Wyoming,M,Lemon yellow,Summer,Missing,2-Day Shipping,Yes,4,Debit Card
3288,33.0,Female,Shorts,49.77049841447457,Georgia,M,Aubergine,Fall,Missing,2-Day Shipping,Yes,17,Debit Card
3289,29.0,Female,Scarf,46.66393404676403,Idaho,S,Brick red,Winter,Missing,Standard,Yes,1,Debit Card
3290,27.0,Female,Shorts,45.69370998295804,South Carolina,M,Pale peach,Spring,Missing,2-Day Shipping,Yes,3,Debit Card
3291,27.0,Female,Pajamas,50.73423797803654,Georgia,S,Black,Winter,Present,Standard,Yes,0,Debit Card
3292,20.0,Female,Dress,40.7462052149444,Montana,L,Lemon yellow,Summer,Present,2-Day Shipping,Yes,1,Debit Card
3293,43.0,Male,Hoodie,50.17719187692276,Virginia,M,Terra cotta,Fall,Missing,2-Day Shipping,Yes,5,Debit Card
3294,42.0,Female,Handbag,62.37264410792452,North Carolina,S,Brick red,Summer,Missing,2-Day Shipping,Yes,1,Debit Card
3295,36.0,Male,Sweater,44.10463019531057,West Virginia,L,Mauve,Fall,Missing,2-Day Shipping,Yes,3,Debit Card
3296,36.0,Female,Pajamas,52.23280774729255,Alabama,M,Aubergine,Winter,Present,2-Day Shipping,Yes,12,Debit Card
3297,25.0,Male,Running Shoes,51.28055632292185,Virginia,S,Pale peach,Summer,Present,2-Day Shipping,Yes,6,Debit Card
3298,45.0,Female,T-shirt,49.74723316685899,Mississippi,S,Lavender,Spring,Missing,2-Day Shipping,Yes,7,Debit Card
3299,22.0,Female,Running Shoes,62.95476242701522,Wisconsin,XL,Pale peach,Spring,Missing,Standard,Yes,7,Debit Card
3300,42.0,Female,Boots,52.63930199100477,Oklahoma,L,Burnt orange,Winter,Missing,2-Day Shipping,Yes,2,Debit Card
3301,31.0,Male,Sunglasses,54.66956032249374,New Mexico,M,Baby blue,Spring,Missing,2-Day Shipping,Yes,20,Debit Card
3302,40.0,Male,Shorts,49.55742936576892,Oklahoma,M,Pale peach,Summer,Present,2-Day Shipping,Yes,6,Debit Card
3303,31.0,Female,T-shirt,44.63969501371636,Washington,XL,Lavender,Spring,Missing,2-Day Shipping,Yes,2,Debit Card
3304,37.0,Male,Hoodie,47.67486239446024,Arkansas,M,Muted mustard yellow,Fall,Missing,2-Day Shipping,Yes,4,Debit Card
3305,21.0,Female,Sunglasses,55.270672627919154,North Carolina,S,Terra cotta,Fall,Missing,2-Day Shipping,Yes,4,Debit Card
3306,,Female,Pajamas,52.36185203162708,Rhode Island,XL,Brown,Winter,Missing,Standard,Yes,4,Debit Card
3307,46.0,Female,T-shirt,37.815408331039166,Rhode Island,XL,Periwinkle,Summer,Missing,2-Day Shipping,Yes,4,Debit Card
3308,46.0,Male,Socks,40.90269317956677,Indiana,S,Brick red,Winter,Present,2-Day Shipping,Yes,1,Debit Card
3309,28.0,Female,Shorts,52.234374980451385,Arkansas,L,Burnt orange,Fall,Present,2-Day Shipping,Yes,15,Debit Card
3310,,Female,Dress,43.615001449662586,Maryland,M,Aubergine,Fall,Missing,2-Day Shipping,Yes,17,Debit Card
3311,33.0,Male,Dress,46.24634411063143,,M,Fuchsia,Summer,Missing,Standard,Yes,0,Debit Card
3312,19.0,Male,Pajamas,56.66572488589035,New Mexico,L,Ruby Red,Winter,Present,2-Day Shipping,Yes,13,Debit Card
3313,20.0,Female,Running Shoes,57.30539119987844,South Carolina,M,White,Summer,Missing,Standard,Yes,5,Debit Card
3314,34.0,Male,Shorts,52.251901160910506,Wyoming,S,Lemon yellow,Summer,Present,2-Day Shipping,Yes,5,Debit Card
3315,26.0,Female,Hoodie,57.16487298164175,Minnesota,M,Ruby Red,Fall,Missing,2-Day Shipping,Yes,0,Debit Card
3316,48.0,Female,Dress,59.07186967171722,South Dakota,XL,Fuchsia,Summer,Missing,2-Day Shipping,Yes,5,Debit Card
3317,40.0,Female,Socks,48.82384785106616,New Mexico,M,Terra cotta,Fall,Missing,Standard,Yes,2,Debit Card
3318,,Female,Shorts,43.934419682590494,Mississippi,M,Pale peach,Fall,Present,Express,Yes,0,Debit Card
3319,,Male,Jacket,49.04558646076293,Pennsylvania,L,Baby blue,Winter,Missing,Standard,Yes,0,Debit Card
3320,38.0,Female,Pajamas,48.73686624204036,Kentucky,S,Black,Winter,Missing,Standard,Yes,11,Debit Card
3321,28.0,Female,Scarf,40.59121534595448,Massachusetts,L,Aubergine,Winter,Present,2-Day Shipping,Yes,0,Debit Card
3322,36.0,Female,Dress,58.25857580696544,Iowa,M,Periwinkle,Summer,Missing,2-Day Shipping,Yes,3,Debit Card
3323,,Female,Scarf,53.26787735014337,Kentucky,M,Fuchsia,Winter,Missing,2-Day Shipping,Yes,0,Debit Card
3324,40.0,Male,Sunglasses,46.51505883849356,Indiana,L,White,Spring,Missing,Standard,Yes,1,Debit Card
3325,27.0,Female,Leggings,44.79804396951741,,L,Aubergine,Winter,Present,Standard,Yes,11,Debit Card
3326,33.0,Male,Pajamas,46.23002259039777,New York,XL,Brick red,Winter,Present,2-Day Shipping,Yes,1,Debit Card
3327,29.0,Male,Dress,45.37016859555654,Iowa,M,Baby blue,Spring,Missing,2-Day Shipping,Yes,4,Debit Card
3328,25.0,Female,Jacket,44.937977995931966,Maryland,M,Turquoise,Winter,Missing,2-Day Shipping,Yes,5,Debit Card
3329,,Male,Backpack,51.226281183254365,New Mexico,L,Fuchsia,Winter,Present,Standard,Yes,2,Debit Card
3330,34.0,Female,Handbag,57.536154635909966,North Carolina,M,Lemon yellow,Summer,Missing,2-Day Shipping,Yes,6,Debit Card
3331,41.0,Female,Running Shoes,48.787206620581465,California,S,Muted mustard yellow,Spring,Missing,2-Day Shipping,Yes,3,Debit Card
3332,23.0,Female,Leggings,50.87863032067436,Massachusetts,L,Brick red,Winter,Missing,2-Day Shipping,Yes,4,Debit Card
