Age,Gender,Item Purchased,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Shipping Type,Promo Code Used,Previous Purchases,Payment Method
21.0,Female,Sunglasses,55.270672627919154,North Carolina,S,Terra cotta,Fall,Missing,2-Day Shipping,Yes,4,Debit Card
46.0,Female,T-shirt,37.815408331039166,Rhode Island,XL,Periwinkle,Summer,Missing,2-Day Shipping,Yes,4,Debit Card
46.0,Male,Socks,40.90269317956677,Indiana,S,Brick red,Winter,Present,2-Day Shipping,Yes,1,Debit Card
28.0,Female,Shorts,52.234374980451385,Arkansas,L,Burnt orange,Fall,Present,2-Day Shipping,Yes,15,Debit Card
19.0,Male,Pajamas,56.66572488589035,New Mexico,L,Ruby Red,Winter,Present,2-Day Shipping,Yes,13,Debit Card
20.0,Female,Running Shoes,57.30539119987844,South Carolina,M,White,Summer,Missing,Standard,Yes,5,Debit Card
34.0,Male,Shorts,52.251901160910506,Wyoming,S,Lemon yellow,Summer,Present,2-Day Shipping,Yes,5,Debit Card
26.0,Female,Hoodie,57.16487298164175,Minnesota,M,Ruby Red,Fall,Missing,2-Day Shipping,Yes,0,Debit Card
48.0,Female,Dress,59.07186967171722,South Dakota,XL,Fuchsia,Summer,Missing,2-Day Shipping,Yes,5,Debit Card
40.0,Female,Socks,48.82384785106616,New Mexico,M,Terra cotta,Fall,Missing,Standard,Yes,2,Debit Card
38.0,Female,Pajamas,48.73686624204036,Kentucky,S,Black,Winter,Missing,Standard,Yes,11,Debit Card
28.0,Female,Scarf,40.59121534595448,Massachusetts,L,Aubergine,Winter,Present,2-Day Shipping,Yes,0,Debit Card
36.0,Female,Dress,58.25857580696544,Iowa,M,Periwinkle,Summer,Missing,2-Day Shipping,Yes,3,Debit Card
40.0,Male,Sunglasses,46.51505883849356,Indiana,L,White,Spring,Missing,Standard,Yes,1,Debit Card
33.0,Male,Pajamas,46.23002259039777,New York,XL,Brick red,Winter,Present,2-Day Shipping,Yes,1,Debit Card
29.0,Male,Dress,45.37016859555654,Iowa,M,Baby blue,Spring,Missing,2-Day Shipping,Yes,4,Debit Card
25.0,Female,Jacket,44.937977995931966,Maryland,M,Turquoise,Winter,Missing,2-Day Shipping,Yes,5,Debit Card
34.0,Female,Handbag,57.536154635909966,North Carolina,M,Lemon yellow,Summer,Missing,2-Day Shipping,Yes,6,Debit Card
41.0,Female,Running Shoes,48.787206620581465,California,S,Muted mustard yellow,Spring,Missing,2-Day Shipping,Yes,3,Debit Card
23.0,Female,Leggings,50.87863032067436,Massachusetts,L,Brick red,Winter,Missing,2-Day Shipping,Yes,4,Debit Card
20.0,Female,Jeans,44.691520922869856,Maine,M,Mauve,Fall,Missing,2-Day Shipping,Yes,20,Debit Card
46.0,Male,Backpack,59.1853851721228,North Dakota,XL,Brick red,Fall,Missing,2-Day Shipping,Yes,8,Debit Card
20.0,Female,Handbag,45.97004038573181,Wyoming,S,Lavender,Spring,Missing,Standard,Yes,0,Debit Card
29.0,Female,Backpack,55.541989480345165,Delaware,M,Ruby Red,Fall,Present,Standard,Yes,8,Debit Card
40.0,Male,Sunglasses,51.59904485083157,Washington,XL,Periwinkle,Spring,Missing,Standard,Yes,0,Debit Card
29.0,Female,Running Shoes,46.72873684139314,Maryland,M,Terra cotta,Fall,Present,Standard,Yes,0,Debit Card
45.0,Male,Jacket,54.626942114738505,Minnesota,XL,Brick red,Winter,Missing,Standard,Yes,7,Debit Card
22.0,Male,Backpack,47.1920108101031,Wyoming,M,Brown,Winter,Missing,2-Day Shipping,Yes,8,Debit Card
32.0,Male,Boots,54.343103793985925,Utah,M,Mauve,Fall,Missing,2-Day Shipping,Yes,1,Debit Card
36.0,Male,Scarf,48.69385165147678,Iowa,M,Terra cotta,Fall,Missing,2-Day Shipping,Yes,0,Debit Card
29.0,Male,Handbag,51.113958223537495,Ohio,M,Lemon yellow,Spring,Missing,2-Day Shipping,Yes,1,Debit Card
28.0,Male,Backpack,42.50058446940821,California,M,Terra cotta,Fall,Present,2-Day Shipping,Yes,2,Debit Card
23.0,Male,Handbag,50.5850251971432,Iowa,M,Periwinkle,Spring,Missing,2-Day Shipping,Yes,7,Debit Card
38.0,Male,Running Shoes,61.33096605194901,South Dakota,S,White,Summer,Missing,2-Day Shipping,Yes,7,Debit Card
27.0,Female,Dress,56.55118078854498,Massachusetts,M,Baby blue,Spring,Missing,2-Day Shipping,Yes,5,Debit Card
20.0,Female,Jacket,52.38911106861728,Massachusetts,M,Brown,Winter,Present,2-Day Shipping,Yes,7,Debit Card
40.0,Female,Handbag,60.02887944223495,Rhode Island,M,Pale peach,Summer,Present,2-Day Shipping,Yes,5,Debit Card
28.0,Male,T-shirt,46.4197518951836,Oregon,L,Baby blue,Spring,Missing,2-Day Shipping,Yes,2,Debit Card
33.0,Female,Scarf,46.51620047152192,California,XL,Ruby Red,Winter,Missing,Standard,Yes,15,Debit Card
21.0,Male,Gloves,47.94419095453249,Oregon,S,Turquoise,Winter,Missing,2-Day Shipping,Yes,2,Debit Card
36.0,Female,Sweater,50.93056273520392,Utah,M,Burnt orange,Fall,Missing,Standard,Yes,4,Debit Card
47.0,Female,Dress,54.42714126223873,Virginia,L,Turquoise,Summer,Missing,Express,Yes,18,Debit Card
28.0,Female,Dress,51.58419623982845,Kentucky,M,Burnt orange,Spring,Missing,2-Day Shipping,Yes,13,Debit Card
36.0,Male,Running Shoes,46.73309686755231,New Mexico,M,Aubergine,Summer,Present,2-Day Shipping,Yes,0,Debit Card
22.0,Male,Sunglasses,40.4533074003215,Utah,S,Lavender,Fall,Missing,2-Day Shipping,Yes,18,Debit Card
23.0,Female,Backpack,46.764041769244855,North Carolina,M,Brick red,Winter,Missing,2-Day Shipping,Yes,3,Debit Card
26.0,Male,Leggings,52.8586679631415,Tennessee,M,Terra cotta,Fall,Present,2-Day Shipping,Yes,16,Debit Card
54.0,Female,Jacket,48.76360449104045,Missouri,M,Burnt orange,Winter,Missing,2-Day Shipping,Yes,12,Debit Card
30.0,Female,Backpack,47.9389961043475,Alaska,L,Aubergine,Fall,Present,2-Day Shipping,Yes,3,Debit Card
23.0,Male,Leggings,51.80310086185147,Oklahoma,S,Brick red,Fall,Missing,2-Day Shipping,Yes,11,Debit Card
26.0,Female,T-shirt,49.66793938366328,South Carolina,M,Baby blue,Spring,Missing,2-Day Shipping,Yes,1,Debit Card
33.0,Male,Backpack,53.20116162669618,Tennessee,S,Baby blue,Winter,Missing,Standard,Yes,1,Debit Card
38.0,Female,Boots,61.36369419573174,Idaho,M,Ruby Red,Fall,Missing,2-Day Shipping,Yes,1,Debit Card
40.0,Female,Scarf,52.226321314376506,Louisiana,M,Periwinkle,Fall,Present,Standard,Yes,9,Debit Card
21.0,Male,Jeans,46.40194591624153,Wyoming,M,Mauve,Fall,Present,Standard,Yes,2,Debit Card
27.0,Male,Gloves,47.572838940744575,Florida,XL,Aubergine,Winter,Missing,2-Day Shipping,Yes,7,Debit Card
40.0,Male,Handbag,38.74296693274511,Louisiana,M,Muted mustard yellow,Fall,Missing,2-Day Shipping,Yes,9,Debit Card
37.0,Male,Dress,57.22820498905478,Maryland,S,Lemon yellow,Spring,Missing,2-Day Shipping,Yes,0,Debit Card
26.0,Male,Boots,57.33213540740661,Wyoming,S,Ruby Red,Fall,Missing,2-Day Shipping,Yes,10,Debit Card
29.0,Female,Running Shoes,49.6364858639384,West Virginia,M,Lemon yellow,Spring,Present,2-Day Shipping,Yes,1,Debit Card
28.0,Male,Pajamas,45.09722025197432,California,M,Mauve,Winter,Present,Standard,Yes,6,Debit Card
39.0,Female,Scarf,45.90170034390223,Nevada,L,Mauve,Winter,Missing,2-Day Shipping,Yes,9,Debit Card
34.0,Female,Sunglasses,44.43845898414052,Iowa,M,Periwinkle,Spring,Missing,2-Day Shipping,Yes,3,Debit Card
32.0,Female,Boots,46.08585134177178,Indiana,M,Burnt orange,Fall,Missing,2-Day Shipping,Yes,10,Debit Card
21.0,Male,Jeans,49.34508080351406,West Virginia,L,Terra cotta,Fall,Missing,2-Day Shipping,Yes,5,Debit Card
31.0,Female,Socks,45.34754433137882,Kentucky,M,Muted mustard yellow,Fall,Missing,2-Day Shipping,Yes,0,Debit Card
24.0,Male,Leggings,54.90407693282242,Montana,S,Ruby Red,Winter,Missing,2-Day Shipping,Yes,12,Debit Card
41.0,Male,Shorts,51.56655378861932,Mississippi,M,Periwinkle,Spring,Present,Standard,Yes,15,Debit Card
32.0,Female,Scarf,54.44610886774959,Connecticut,M,Ruby Red,Fall,Missing,Standard,Yes,0,Debit Card
41.0,Female,Leggings,53.90871383526368,Utah,S,Aubergine,Winter,Present,2-Day Shipping,Yes,3,PayPal
31.0,Female,Sunglasses,48.09518721834686,Kentucky,L,Lemon yellow,Spring,Missing,Standard,Yes,3,PayPal
37.0,Male,Shorts,46.65307091979653,Idaho,M,Lemon yellow,Summer,Missing,2-Day Shipping,Yes,10,PayPal
27.0,Male,Leggings,52.26600450288176,Kentucky,M,Brick red,Fall,Present,Standard,Yes,3,PayPal
21.0,Male,Handbag,56.3127877673391,Missouri,M,Pale peach,Spring,Missing,Next Day Air,Yes,1,PayPal
46.0,Female,Sunglasses,44.654178858686535,California,M,Periwinkle,Spring,Missing,2-Day Shipping,Yes,9,PayPal
55.0,Male,Belt,43.17054119150105,Georgia,L,Mauve,Fall,Missing,2-Day Shipping,Yes,0,PayPal
26.0,Male,Running Shoes,50.981289893063085,Kentucky,M,Burnt orange,Spring,Missing,Standard,Yes,5,PayPal
38.0,Male,Jeans,45.85123231819221,Wisconsin,M,Aubergine,Fall,Present,2-Day Shipping,Yes,9,PayPal
26.0,Female,Sunglasses,45.50764971110661,Alaska,M,Aubergine,Fall,Present,Standard,Yes,4,PayPal
32.0,Male,Pajamas,48.36920072804424,Arkansas,M,Burnt orange,Winter,Missing,Standard,Yes,1,PayPal
34.0,Male,Running Shoes,51.5483124079491,Kentucky,S,Pale peach,Spring,Missing,2-Day Shipping,Yes,2,PayPal
50.0,Male,Scarf,34.94112819130701,Arizona,S,Pale peach,Winter,Missing,2-Day Shipping,Yes,2,PayPal
21.0,Female,Dress,36.80994373788617,Delaware,L,Baby blue,Summer,Present,Standard,Yes,19,PayPal
30.0,Female,Dress,41.966690145731285,Washington,M,Pale peach,Summer,Missing,Standard,Yes,2,PayPal
19.0,Female,Leggings,43.59136735963859,Louisiana,S,Brick red,Winter,Present,2-Day Shipping,Yes,0,PayPal
21.0,Male,Jacket,47.81868651931567,Utah,M,Black,Fall,Missing,Standard,Yes,2,PayPal
37.0,Female,Socks,54.506365959614094,Montana,XL,Burnt orange,Fall,Missing,Express,Yes,4,PayPal
31.0,Male,Running Shoes,52.41545598336692,North Carolina,L,Ruby Red,Fall,Missing,2-Day Shipping,Yes,0,PayPal
18.0,Female,Socks,48.83435601410805,Massachusetts,S,Ruby Red,Fall,Missing,2-Day Shipping,Yes,9,PayPal
52.0,Female,Boots,55.17759069884057,Virginia,M,Ruby Red,Winter,Missing,Standard,Yes,2,PayPal
41.0,Female,T-shirt,48.43136950741818,Connecticut,M,Lavender,Summer,Present,2-Day Shipping,Yes,0,PayPal
49.0,Female,Scarf,50.28106101999082,Alaska,S,Ruby Red,Winter,Missing,Standard,Yes,0,PayPal
20.0,Male,Shorts,46.434731883169135,Tennessee,S,Fuchsia,Spring,Missing,Standard,Yes,0,PayPal
32.0,Male,Scarf,40.15780217784295,Vermont,L,Aubergine,Winter,Missing,2-Day Shipping,Yes,4,PayPal
24.0,Male,Leggings,51.62920889745536,Michigan,S,Mauve,Fall,Missing,2-Day Shipping,Yes,0,PayPal
41.0,Male,Leggings,57.57406894542714,South Carolina,M,Brick red,Fall,Present,Standard,Yes,8,PayPal
33.0,Male,Running Shoes,49.76240119574812,Illinois,M,Lavender,Summer,Missing,Next Day Air,Yes,3,PayPal
38.0,Female,Sunglasses,55.45831810770397,Kentucky,L,Pale peach,Summer,Present,2-Day Shipping,Yes,13,PayPal
32.0,Male,Dress,46.8243238662581,Oregon,M,Fuchsia,Spring,Missing,Next Day Air,Yes,2,PayPal
37.0,Male,Scarf,54.35414709387793,Maryland,M,Brown,Fall,Missing,Standard,Yes,10,PayPal
33.0,Male,Scarf,43.509695462017824,Louisiana,L,Black,Winter,Present,Standard,Yes,2,PayPal
28.0,Male,Dress,42.12619849731199,Mississippi,S,Pale peach,Summer,Present,2-Day Shipping,Yes,20,PayPal
19.0,Male,Boots,53.229886957608414,Alaska,L,Brick red,Winter,Missing,Standard,Yes,3,PayPal
24.0,Female,Hoodie,46.77235161406793,Massachusetts,L,Fuchsia,Fall,Missing,2-Day Shipping,Yes,9,PayPal
35.0,Male,Dress,55.56397945280131,Hawaii,M,Periwinkle,Spring,Missing,2-Day Shipping,Yes,4,PayPal
21.0,Male,Backpack,44.55826716312795,Oregon,L,Brick red,Fall,Missing,2-Day Shipping,Yes,0,PayPal
19.0,Male,Sunglasses,47.172892412530416,New Mexico,S,Burnt orange,Fall,Missing,2-Day Shipping,Yes,20,PayPal
20.0,Female,Backpack,56.27801847899484,Kentucky,S,Brown,Fall,Missing,Express,Yes,1,PayPal
24.0,Female,Jacket,50.34952456099616,Hawaii,L,Terra cotta,Winter,Present,2-Day Shipping,Yes,4,PayPal
31.0,Female,Scarf,54.86669207728399,North Dakota,L,Burnt orange,Winter,Missing,2-Day Shipping,Yes,4,PayPal
36.0,Male,T-shirt,54.40279340020332,Oklahoma,M,Periwinkle,Summer,Missing,2-Day Shipping,Yes,3,PayPal
32.0,Female,Shorts,52.00863846662652,Connecticut,M,Lavender,Spring,Present,2-Day Shipping,Yes,1,PayPal
49.0,Female,Dress,47.060679620713536,Nevada,S,Ruby Red,Fall,Missing,Standard,Yes,4,PayPal
43.0,Male,T-shirt,66.58926233520134,Delaware,L,Periwinkle,Summer,Present,2-Day Shipping,Yes,1,PayPal
33.0,Male,Running Shoes,54.943750143049286,Rhode Island,M,Turquoise,Summer,Missing,2-Day Shipping,Yes,20,PayPal
37.0,Female,Gloves,51.881950818714806,Nevada,XL,Periwinkle,Winter,Missing,2-Day Shipping,Yes,3,PayPal
19.0,Male,Socks,45.68947602244791,South Dakota,L,Pale peach,Winter,Present,Standard,Yes,4,PayPal
22.0,Female,Hoodie,57.8921603533452,Virginia,S,Mauve,Winter,Missing,2-Day Shipping,Yes,5,PayPal
28.0,Female,Running Shoes,48.07152125871326,West Virginia,S,Aubergine,Fall,Missing,Standard,Yes,0,PayPal
41.0,Male,Boots,46.92944406109181,New York,M,Muted mustard yellow,Winter,Missing,2-Day Shipping,Yes,1,PayPal
27.0,Female,Backpack,52.84894822696045,Idaho,M,Burnt orange,Winter,Missing,Standard,Yes,3,PayPal
53.0,Male,Socks,52.87761086613709,California,XL,Aubergine,Fall,Present,2-Day Shipping,Yes,12,PayPal
22.0,Male,Backpack,57.78842284198507,New York,M,Baby blue,Fall,Missing,2-Day Shipping,Yes,3,PayPal
37.0,Female,Running Shoes,45.43782281980803,Missouri,L,Fuchsia,Spring,Missing,2-Day Shipping,Yes,1,PayPal
25.0,Male,Belt,55.874166300727936,Illinois,M,Brown,Fall,Missing,Standard,Yes,6,PayPal
69.0,Female,Hoodie,49.60378973897927,Connecticut,M,Black,Winter,Missing,2-Day Shipping,Yes,11,PayPal
33.0,Female,Dress,40.71857365140293,Iowa,L,Aubergine,Fall,Missing,Standard,Yes,1,PayPal
24.0,Male,T-shirt,51.590289537811,Louisiana,XL,Turquoise,Summer,Present,2-Day Shipping,Yes,1,PayPal
33.0,Female,Running Shoes,41.36974409044528,Idaho,M,Pale peach,Summer,Missing,2-Day Shipping,Yes,7,PayPal
25.0,Male,Gloves,53.15745641354559,Maine,L,Black,Winter,Present,2-Day Shipping,Yes,0,PayPal
23.0,Female,Sunglasses,49.87891801752771,Wisconsin,M,Baby blue,Spring,Missing,Express,Yes,5,PayPal
41.0,Female,T-shirt,44.96337940876045,Minnesota,S,Baby blue,Spring,Missing,2-Day Shipping,Yes,3,PayPal
37.0,Female,T-shirt,49.77183253820328,Maine,L,White,Summer,Missing,Standard,Yes,2,PayPal
26.0,Female,Scarf,42.88204594935245,Washington,M,Ruby Red,Winter,Missing,2-Day Shipping,Yes,11,PayPal
42.0,Male,Pajamas,56.83271955258252,Delaware,M,Terra cotta,Winter,Missing,Standard,Yes,3,PayPal
50.0,Male,Dress,46.3304392804793,Washington,L,Lemon yellow,Summer,Missing,2-Day Shipping,Yes,0,PayPal
40.0,Female,Sunglasses,38.51199045342568,Nebraska,S,Lemon yellow,Spring,Missing,Express,Yes,0,PayPal
54.0,Male,Dress,43.42132503807653,Nebraska,XL,Muted mustard yellow,Fall,Present,Standard,Yes,5,PayPal
31.0,Male,Running Shoes,41.89810474444848,North Dakota,L,Turquoise,Summer,Missing,2-Day Shipping,Yes,3,PayPal
36.0,Female,Socks,51.487529378450986,Tennessee,S,Ruby Red,Winter,Missing,2-Day Shipping,Yes,0,PayPal
58.0,Female,Sunglasses,52.4865774593505,North Dakota,L,Lavender,Summer,Missing,2-Day Shipping,Yes,15,PayPal
25.0,Female,Shorts,49.63641174864658,Nevada,M,Terra cotta,Fall,Missing,Express,Yes,6,PayPal
24.0,Male,Belt,50.59293049108419,Virginia,L,Mauve,Fall,Present,2-Day Shipping,Yes,0,PayPal
52.0,Female,T-shirt,53.43975640603856,Maine,XL,Lemon yellow,Spring,Present,Express,Yes,9,PayPal
32.0,Male,Socks,48.56659854087703,Washington,L,Black,Fall,Present,2-Day Shipping,Yes,7,PayPal
49.0,Female,Sweater,44.9099377599201,North Dakota,M,Ruby Red,Fall,Missing,2-Day Shipping,Yes,2,PayPal
21.0,Male,Sunglasses,50.921414464894994,Alabama,M,Lavender,Summer,Present,2-Day Shipping,Yes,15,PayPal
31.0,Female,Shorts,57.49633333126461,Maryland,L,Baby blue,Summer,Present,2-Day Shipping,Yes,1,PayPal
18.0,Female,Leggings,51.5025744216072,Tennessee,L,Turquoise,Winter,Missing,2-Day Shipping,Yes,2,PayPal
40.0,Female,Gloves,44.51857271127068,Florida,M,Aubergine,Winter,Missing,2-Day Shipping,Yes,13,PayPal
39.0,Female,Socks,40.44591120598759,Michigan,M,Muted mustard yellow,Fall,Missing,Standard,Yes,10,PayPal
42.0,Male,Pajamas,64.28401980334715,Alaska,XL,Fuchsia,Fall,Present,2-Day Shipping,Yes,8,PayPal
23.0,Female,Backpack,39.2638415597438,Maryland,XL,Brown,Winter,Present,2-Day Shipping,Yes,1,PayPal
29.0,Female,Shorts,58.314957542003015,Wisconsin,M,Periwinkle,Summer,Missing,2-Day Shipping,Yes,5,PayPal
33.0,Male,Leggings,51.86100458830707,Connecticut,XL,Periwinkle,Winter,Missing,2-Day Shipping,Yes,7,PayPal
56.0,Female,Sunglasses,52.60348996056747,Idaho,L,Turquoise,Summer,Missing,2-Day Shipping,Yes,7,PayPal
45.0,Female,Sweater,43.07369854756929,Florida,L,Ruby Red,Fall,Missing,Standard,Yes,0,PayPal
35.0,Male,Gloves,43.690182781368,Nevada,M,Brown,Winter,Missing,2-Day Shipping,Yes,12,PayPal
26.0,Male,Backpack,60.19831026657765,Vermont,M,Burnt orange,Fall,Missing,Standard,Yes,3,PayPal
59.0,Male,Running Shoes,51.7609541309758,Minnesota,M,Brick red,Summer,Missing,Standard,Yes,3,PayPal
34.0,Male,Dress,52.56599077464102,Florida,M,Lemon yellow,Summer,Missing,2-Day Shipping,Yes,9,PayPal
46.0,Female,Running Shoes,59.84304336534441,Indiana,M,Lavender,Summer,Present,2-Day Shipping,Yes,5,PayPal
25.0,Male,Sweater,51.85426968819967,South Carolina,S,Burnt orange,Winter,Missing,2-Day Shipping,Yes,20,PayPal
20.0,Male,Scarf,46.89825889377427,Oregon,S,Mauve,Winter,Missing,Standard,Yes,1,PayPal
35.0,Male,Jacket,48.48092820323394,Tennessee,S,Black,Winter,Missing,2-Day Shipping,Yes,17,PayPal
26.0,Female,T-shirt,53.22006444183769,South Dakota,M,Turquoise,Spring,Missing,2-Day Shipping,Yes,20,PayPal
26.0,Female,Sunglasses,49.73629285323214,Oregon,M,Periwinkle,Spring,Missing,Standard,Yes,11,PayPal
18.0,Male,Handbag,50.76737554697146,North Carolina,L,Fuchsia,Spring,Present,2-Day Shipping,Yes,9,PayPal
42.0,Female,Jacket,38.39641289612636,New Hampshire,S,Baby blue,Winter,Missing,2-Day Shipping,Yes,5,PayPal
49.0,Male,Pajamas,38.55827250226814,Minnesota,L,Terra cotta,Fall,Missing,2-Day Shipping,Yes,1,PayPal
35.0,Male,T-shirt,55.92843927558093,Utah,M,Lemon yellow,Spring,Missing,Standard,Yes,1,PayPal
23.0,Male,Jeans,56.80857010158527,Nevada,S,Mauve,Fall,Present,2-Day Shipping,Yes,2,PayPal
32.0,Female,Handbag,54.70643827408232,Arkansas,M,Turquoise,Spring,Missing,Standard,Yes,0,PayPal
67.0,Male,Handbag,45.76081173868107,Alabama,M,Pale peach,Spring,Missing,Standard,Yes,4,PayPal
53.0,Non-binary,Sunglasses,52.38770776381647,Washington,S,Pale peach,Summer,Present,2-Day Shipping,Yes,14,PayPal
63.0,Female,Dress,44.03451176176735,Virginia,L,Periwinkle,Spring,Present,2-Day Shipping,Yes,1,PayPal
37.0,Male,Socks,46.50469132820196,Tennessee,L,Burnt orange,Fall,Present,2-Day Shipping,Yes,3,PayPal
33.0,Male,Sweater,40.45874579913777,Pennsylvania,S,Periwinkle,Winter,Missing,Standard,Yes,3,PayPal
18.0,Male,Jacket,53.519021146734175,Ohio,M,Ruby Red,Winter,Present,Express,Yes,8,PayPal
26.0,Male,Running Shoes,43.98916457672981,Maine,L,Turquoise,Spring,Present,2-Day Shipping,Yes,2,PayPal
35.0,Female,Leggings,53.28404846190514,Maine,M,Muted mustard yellow,Winter,Present,2-Day Shipping,Yes,0,PayPal
38.0,Female,Scarf,47.08077095368018,New Hampshire,L,Terra cotta,Winter,Present,2-Day Shipping,Yes,20,PayPal
19.0,Female,Sunglasses,45.56318013637957,Hawaii,XL,Muted mustard yellow,Spring,Missing,2-Day Shipping,Yes,0,PayPal
28.0,Female,Handbag,53.468037470544616,Indiana,M,Periwinkle,Spring,Present,2-Day Shipping,Yes,19,PayPal
18.0,Female,Sunglasses,46.04668849191044,Alabama,S,Brown,Fall,Missing,2-Day Shipping,Yes,0,PayPal
34.0,Female,Sweater,61.14749192130054,Maine,L,Baby blue,Winter,Missing,2-Day Shipping,Yes,0,PayPal
30.0,Female,Jacket,44.383513248112216,Utah,L,Aubergine,Winter,Missing,2-Day Shipping,Yes,14,PayPal
39.0,Male,Shorts,45.87219014276669,Delaware,L,Lavender,Summer,Missing,Standard,Yes,16,PayPal
36.0,Male,Sweater,55.29107239899646,Nevada,L,Pale peach,Winter,Present,2-Day Shipping,Yes,6,PayPal
35.0,Female,Sweater,42.15725923413841,Oregon,L,Brick red,Winter,Present,Standard,Yes,3,PayPal
39.0,Male,Gloves,49.08782955301763,Maine,L,Black,Fall,Missing,2-Day Shipping,Yes,0,PayPal
20.0,Female,Dress,63.67339193349068,New York,L,Black,Summer,Missing,Standard,Yes,20,PayPal
27.0,Male,Leggings,40.389819794332325,Idaho,S,Black,Fall,Missing,2-Day Shipping,Yes,4,PayPal
27.0,Female,Sunglasses,54.432848812695575,Indiana,M,Periwinkle,Summer,Missing,2-Day Shipping,Yes,20,PayPal
30.0,Female,Handbag,50.78475771773779,Wyoming,S,Aubergine,Spring,Missing,2-Day Shipping,Yes,1,PayPal
45.0,Male,Dress,41.59361376828075,Oklahoma,L,Periwinkle,Fall,Missing,2-Day Shipping,Yes,20,PayPal
18.0,Female,Running Shoes,58.1746258151848,North Carolina,M,Fuchsia,Summer,Missing,2-Day Shipping,Yes,3,PayPal
36.0,Male,Gloves,47.25340727188208,Missouri,S,Burnt orange,Winter,Present,Standard,Yes,0,PayPal
42.0,Male,Shorts,52.3891906612483,Hawaii,M,Lavender,Summer,Present,2-Day Shipping,Yes,12,PayPal
35.0,Male,Running Shoes,49.02081205187373,North Carolina,S,Pale peach,Spring,Present,Standard,Yes,14,PayPal
39.0,Male,Sweater,43.010833449546126,Colorado,L,Brown,Winter,Missing,2-Day Shipping,Yes,0,PayPal
46.0,Female,Boots,48.46190600967321,South Dakota,M,Burnt orange,Fall,Missing,2-Day Shipping,Yes,13,PayPal
42.0,Male,Shorts,56.16667792576761,Hawaii,M,Lemon yellow,Spring,Missing,Next Day Air,Yes,7,PayPal
25.0,Male,Shorts,49.98870242218261,Utah,M,Lavender,Summer,Present,2-Day Shipping,Yes,2,PayPal
27.0,Male,Dress,47.39206939877789,Maryland,M,Lemon yellow,Fall,Missing,2-Day Shipping,Yes,2,PayPal
45.0,Male,Dress,45.4569652984097,Michigan,L,Turquoise,Summer,Present,2-Day Shipping,Yes,20,PayPal
36.0,Female,Socks,52.64176633876944,New Jersey,M,Brick red,Fall,Missing,2-Day Shipping,Yes,14,PayPal
22.0,Male,Gloves,58.1042156425889,Washington,M,Baby blue,Winter,Missing,Standard,Yes,20,PayPal
31.0,Female,Pajamas,57.8359696713005,Maine,S,Brown,Fall,Missing,Standard,Yes,3,PayPal
23.0,Female,Pajamas,39.695389340068814,Alaska,L,Brown,Fall,Present,2-Day Shipping,Yes,1,PayPal
38.0,Female,Backpack,44.42878480137524,California,M,Brown,Winter,Missing,2-Day Shipping,Yes,3,PayPal
27.0,Male,T-shirt,58.04196241185129,Ohio,M,Ruby Red,Summer,Present,2-Day Shipping,Yes,10,PayPal
26.0,Male,Handbag,44.50249132501148,Maryland,M,Baby blue,Spring,Missing,Standard,Yes,7,PayPal
37.0,Female,Hoodie,51.42447222887219,Oklahoma,L,Mauve,Winter,Missing,2-Day Shipping,Yes,20,PayPal
40.0,Male,Jacket,53.29698991951648,Oklahoma,M,Burnt orange,Winter,Missing,Standard,Yes,4,PayPal
32.0,Male,T-shirt,53.96780998091427,Florida,M,Lavender,Spring,Present,Standard,Yes,9,PayPal
38.0,Male,Running Shoes,48.52284628708906,South Carolina,XL,Lavender,Summer,Missing,2-Day Shipping,Yes,1,PayPal
48.0,Male,T-shirt,60.75570339860792,New Mexico,L,Periwinkle,Spring,Missing,Express,Yes,5,PayPal
33.0,Male,Shorts,60.67193594403096,Arkansas,S,Black,Fall,Missing,2-Day Shipping,Yes,0,PayPal
24.0,Male,Shorts,45.13309758515263,North Dakota,M,Lavender,Summer,Present,2-Day Shipping,Yes,14,PayPal
33.0,Male,Backpack,43.425561928451145,Colorado,L,Brown,Winter,Missing,2-Day Shipping,Yes,3,PayPal
42.0,Non-binary,Pajamas,50.0612262843849,Minnesota,L,Ruby Red,Fall,Present,Standard,Yes,0,PayPal
19.0,Female,Backpack,54.276238492422976,Florida,M,Terra cotta,Winter,Present,2-Day Shipping,Yes,1,PayPal
20.0,Female,Sunglasses,42.92337578421028,Mississippi,M,Muted mustard yellow,Fall,Missing,2-Day Shipping,Yes,0,PayPal
24.0,Male,Running Shoes,33.50089275536213,Utah,M,Lavender,Summer,Missing,2-Day Shipping,Yes,0,PayPal
32.0,Female,Scarf,52.49416696425651,Oregon,M,Burnt orange,Winter,Present,Standard,Yes,3,PayPal
43.0,Female,Socks,43.63642491546998,Mississippi,L,Turquoise,Winter,Missing,2-Day Shipping,Yes,0,PayPal
30.0,Female,Shorts,45.856790910290215,New Jersey,S,Black,Fall,Present,Standard,Yes,9,PayPal
51.0,Male,Shorts,48.10559522471265,Maine,L,Baby blue,Spring,Present,Standard,Yes,1,PayPal
37.0,Male,Shorts,58.85126719535597,Louisiana,S,Lemon yellow,Summer,Present,2-Day Shipping,Yes,20,PayPal
48.0,Female,Leggings,47.59933423198044,South Carolina,M,Burnt orange,Winter,Present,2-Day Shipping,Yes,2,PayPal
